,Title,Rating,Price,Link,Company,Processor,Display,ssd,hdd,ram
0,msi modern 14 core i5 10th gen - (8 gb/512 gb ssd/windows 10 home) modern 14 b10mw-423in laptop,4.2,49990,https://rukminim1.flixcart.com/image/312/312/kjabs7k0/computer/z/d/6/msi-original-imafywfypuwbubmn.jpeg?q=70,MSI,intel i5,14,512.0,0.0,8
1,lenovo legion core i5 9th gen - (8 gb/1 tb hdd/256 gb ssd/windows 10 home/4 gb graphics) y540-15irh-pg...,4.2,59990,https://rukminim1.flixcart.com/image/312/312/k9pynww0/computer/y/k/z/lenovo-legion-y540-gaming-laptop-original-imafrggru5fzzgyq.jpeg?q=70,Lenovo,intel i5,15.6,256.0,1024.0,8
2,hp 14s core i3 11th gen - (8 gb/256 gb ssd/windows 10 home) 14s- dy2501tu thin and light laptop,4.2,41890,https://rukminim1.flixcart.com/image/312/312/kbqu4cw0/computer/v/r/y/hp-original-imaftyzqzbyerzgt.jpeg?q=70,HP,intel i3,14,256.0,0.0,8
3,dell inspiron ryzen 3 dual core 3250u - (8 gb/256 gb ssd/windows 10) inspiron 3505 laptop,4.2,39990,https://rukminim1.flixcart.com/image/312/312/kirr24w0/computer/z/r/b/dell-na-laptop-original-imafyhm5nzfum7jj.jpeg?q=70,DELL,ryzen 3,15.6,256.0,0.0,8
4,hp 15s core i3 10th gen - (8 gb/1 tb hdd/windows 10 home) 15s-du1066tu thin and light laptop,4.2,40990,https://rukminim1.flixcart.com/image/312/312/kbqu4cw0/computer/t/d/f/hp-original-imaftyzafphshjge.jpeg?q=70,HP,intel i3,14,0.0,1024.0,8
5,lenovo ideapad 3 core i3 10th gen - (8 gb/1 tb hdd/windows 10 home) 15iml05 thin and light laptop,4.2,39990,https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/x/m/y/lenovo-na-laptop-original-imafuzt8r5jqppfn.jpeg?q=70,Lenovo,intel i3,15.6,0.0,1024.0,8
6,lenovo yoga 7 core i7 11th gen intel evo - (16 gb/512 gb ssd/windows 10 home) 14itl5 2 in 1 laptop,4.2,97990,https://rukminim1.flixcart.com/image/312/312/kkimfm80/computer/q/g/o/na-2-in-1-laptop-lenovo-original-imafzua4zhhpyyz8.jpeg?q=70,lenovo,intel i7,15.6,512.0,0.0,16
7,realme book (slim) core i5 11th gen - (8 gb/512 gb ssd/windows 10 home) rmnb1002 thin and light laptop,4.2,56999,https://rukminim1.flixcart.com/image/312/312/ksez24w0/computer/v/b/y/rmnb1001-thin-and-light-laptop-realme-original-imag5zhgw27k4tbb.jpeg?q=70,realme,intel i7,14,512.0,0.0,8
8,realme book (slim) core i5 11th gen - (8 gb/512 gb ssd/windows 10 home) rmnb1002 thin and light laptop,4.2,56999,https://rukminim1.flixcart.com/image/312/312/ksez24w0/computer/v/b/y/rmnb1001-thin-and-light-laptop-realme-original-imag5zhgw27k4tbb.jpeg?q=70,realme,intel i5,14,512.0,0.0,8
9,asus vivobook ultra k14 (2021) core i3 11th gen - (8 gb/512 gb ssd/windows 10 home) k413ea-eb301ts thi...,4.2,44990,https://rukminim1.flixcart.com/image/312/312/kox8b680/computer/9/7/7/k413ea-eb301ts-thin-and-light-laptop-asus-original-imag39t328nb5zgh.jpeg?q=70,ASUS,intel i3,14,512.0,0.0,8
10,lenovo ideapad 3 core i3 11th gen - (8 gb/512 gb ssd/windows 10 home) 15itl6 thin and light laptop,4.2,44490,https://rukminim1.flixcart.com/image/312/312/kruyw7k0/computer/f/i/u/na-thin-and-light-laptop-lenovo-original-imag5jy6fsm2yx4q.jpeg?q=70,Lenovo,intel i3,15.6,512.0,0.0,8
11,msi stealth 15m core i7 11th gen - (16 gb/1 tb ssd/windows 10 home/6 gb graphics/nvidia geforce rtx 30...,4.2,134990,https://rukminim1.flixcart.com/image/312/312/ko7idu80/computer/i/h/u/stealth-15m-a11uek-227in-notebook-msi-original-imag2q57shrhyszs.jpeg?q=70,MSI,intel i7,15.6,1024.0,0.0,16
12,hp 15s core i3 11th gen - (8 gb/512 gb ssd/windows 10 home) 15s-fq2072tu thin and light laptop,4.2,45990,https://rukminim1.flixcart.com/image/312/312/kl5hh8w0/computer/c/j/8/hp-original-imagyckn3hqfgp4y.jpeg?q=70,HP,intel i3,15.6,512.0,0.0,8
13,asus core i3 10th gen - (8 gb + 32 gb optane/512 gb ssd/windows 10 home) x515ja-ej362ts thin and light...,4.2,41990,https://rukminim1.flixcart.com/image/312/312/kjlrb0w0/computer/a/k/b/asus-original-imafz522ntfk9hwx.jpeg?q=70,ASUS,intel i3,15.6,512.0,0.0,8
14,acer aspire 5 core i3 11th gen - (4 gb/256 gb ssd/windows 10 home) a515-56 thin and light laptop,4.2,38990,https://rukminim1.flixcart.com/image/312/312/knhsgi80/computer/u/y/4/na-thin-and-light-laptop-acer-original-imag25zfahpqmyjm.jpeg?q=70,acer,intel i3,15.6,256.0,0.0,4
15,lenovo ideapad slim 5i core i5 11th gen intel evo - (8 gb/1 tb hdd/256 gb ssd/windows 10 home) 15itl05...,4.2,68500,https://rukminim1.flixcart.com/image/312/312/klfhk7k0/computer/w/u/x/na-thin-and-light-laptop-lenovo-original-imagyk4hedcydqx5.jpeg?q=70,lenovo,intel i5,15.6,256.0,1024.0,8
16,dell inspiron core i3 10th gen - (4 gb/256 gb ssd/windows 10 home) inspiron 3501 laptop,4.2,39890,https://rukminim1.flixcart.com/image/312/312/kj0bp8w0/computer/2/z/z/dell-original-imafyzfnanchbecz.jpeg?q=70,DELL,intel i3,15.6,256.0,0.0,4
17,hp pavilion core i5 11th gen - (16 gb/512 gb ssd/windows 10 home) 14-dv0054tu thin and light laptop,4.2,66990,https://rukminim1.flixcart.com/image/312/312/kl9rssw0/computer/v/n/e/hp-original-imagyfmhb29hsg6g.jpeg?q=70,HP,intel i5,14,512.0,0.0,16
18,msi gf63 thin hexa core i5 10th gen - (8 gb/1 tb hdd/256 gb ssd/windows 10 home/4 gb graphics/nvidia g...,4.2,59990,https://rukminim1.flixcart.com/image/312/312/ko7idu80/computer/x/l/i/gf63-thin-10scxr-1616in-notebook-msi-original-imag2q55h6w2avfr.jpeg?q=70,MSI,intel i5,15.6,256.0,1024.0,8
19,msi modern 14 core i5 11th gen - (8 gb/512 gb ssd/windows 10 home) modern 14 b11mo-093in thin and ligh...,4.2,54990,https://rukminim1.flixcart.com/image/312/312/klzhq4w0/computer/s/k/x/na-thin-and-light-laptop-msi-original-imagyzpcazfbmhjp.jpeg?q=70,MSI,intel i5,14,512.0,0.0,8
20,lenovo apu dual core a9 a99425 - (4 gb/1 tb hdd/windows 10) e41-45 notebook,4.2,28000,https://rukminim1.flixcart.com/image/312/312/kqjtd3k0/computer/o/0/q/na-gaming-laptop-lenovo-original-imag4jpdnbjaqyp4.jpeg?q=70,Lenovo,others,14,0.0,1024.0,4
21,acer aspire 7 ryzen 5 hexa core 5500u - (8 gb/512 gb ssd/windows 10 home/4 gb graphics/nvidia geforce ...,4.2,56990,https://rukminim1.flixcart.com/image/312/312/klcmoi80/computer/q/e/3/na-gaming-laptop-acer-original-imagyhwfgwhkf3vv.jpeg?q=70,acer,ryzen 5,15.6,512.0,0.0,8
22,asus tuf gaming f15 core i5 10th gen - (8 gb/512 gb ssd/windows 10 home/4 gb graphics/nvidia geforce g...,4.2,61990,https://rukminim1.flixcart.com/image/312/312/kjn6qvk0/computer/p/2/g/asus-original-imafz6ajgthumxrg.jpeg?q=70,ASUS,intel i5,15.6,512.0,0.0,8
23,msi prestige 14 evo core i5 11th gen - (16 gb/512 gb ssd/windows 10 home) prestige 14 evo a11m-436in t...,4.2,79990,https://rukminim1.flixcart.com/image/312/312/klzhq4w0/computer/v/u/l/na-thin-and-light-laptop-msi-original-imagyzqagngnrnzh.jpeg?q=70,MSI,intel i5,14,512.0,0.0,16
24,"lenovo ideapad 3 core i3 10th gen - (4 gb/256 gb, na ssd/windows 10 home) 15iml05 thin and light lapto...",4.2,37990,https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/x/m/y/lenovo-na-laptop-original-imafuzt8r5jqppfn.jpeg?q=70,Lenovo,intel i3,15.6,0.0,0.0,4
25,lenovo thinkpad e14 gen2 ryzen 5 hexa core 4650u 5th gen - (8 gb/256 gb ssd/windows 10 home) e14 lapto...,4.4,53990,https://rukminim1.flixcart.com/image/312/312/knqd3m80/computer/b/n/w/thinkpad-e14-laptop-lenovo-original-imag2chrjgzzggrv.jpeg?q=70,Lenovo,ryzen 5,14,256.0,0.0,8
26,asus tuf gaming a17 ryzen 7 octa core 4800h - (16 gb/1 tb hdd/256 gb ssd/windows 10 home/6 gb graphics...,4.6,88990,https://rukminim1.flixcart.com/image/312/312/kamtsi80/computer/g/k/n/asus-original-imafs5qf3f5cdp5t.jpeg?q=70,ASUS,ryzen 7,17.3,256.0,1024.0,16
27,msi modern 14 core i5 10th gen - (8 gb/512 gb ssd/windows 10 home) modern 14 b10mw-423in laptop,4.5,49990,https://rukminim1.flixcart.com/image/312/312/kjabs7k0/computer/z/d/6/msi-original-imafywfypuwbubmn.jpeg?q=70,MSI,intel i5,14,512.0,0.0,8
28,lenovo ideapad core i3 10th gen - (8 gb/256 gb ssd/windows 10 home) 14 iml 05 thin and light laptop,4.2,39990,https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/c/q/t/lenovo-na-thin-and-light-laptop-original-imafuzt873zgp9xe.jpeg?q=70,Lenovo,intel i3,14,256.0,0.0,8
29,dell inspiron core i5 11th gen - (8 gb/512 gb ssd/windows 10) inspiron 5410 2 in 1 laptop,4.5,69990,https://rukminim1.flixcart.com/image/312/312/kqb8pzk0/computer/d/j/c/na-2-in-1-laptop-dell-original-imag4dy68bwtg8j9.jpeg?q=70,DELL,intel i5,14,512.0,0.0,8
30,lenovo ideapad 3 core i3 10th gen - (8 gb/1 tb hdd/windows 10 home) 15iml05 thin and light laptop,4.2,39990,https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/x/m/y/lenovo-na-laptop-original-imafuzt8r5jqppfn.jpeg?q=70,Lenovo,intel i3,15.6,0.0,1024.0,8
31,lenovo legion core i5 9th gen - (8 gb/1 tb hdd/256 gb ssd/windows 10 home/4 gb graphics) y540-15irh-pg...,4.2,59990,https://rukminim1.flixcart.com/image/312/312/k9pynww0/computer/y/k/z/lenovo-legion-y540-gaming-laptop-original-imafrggru5fzzgyq.jpeg?q=70,Lenovo,intel i5,15.6,256.0,1024.0,8
32,hp 15s ryzen 5 quad core 3500u - (8 gb/512 gb ssd/windows 10 home) 15s-gr0500au thin and light laptop,4.3,47990,https://rukminim1.flixcart.com/image/312/312/kqttg280/computer/a/p/c/na-thin-and-light-laptop-hp-original-imag4r6xquheeasd.jpeg?q=70,HP,ryzen 5,15.6,512.0,0.0,8
33,asus core i5 10th gen - (8 gb + 32 gb optane/512 gb ssd/windows 10 home) x515ja-ej562ts thin and light...,4.2,53990,https://rukminim1.flixcart.com/image/312/312/kjlrb0w0/computer/a/k/b/asus-original-imafz522ntfk9hwx.jpeg?q=70,ASUS,intel i5,15.6,512.0,0.0,8
34,asus rog strix g15 (2021) advantage edition ryzen 9 octa core 5900hx - (16 gb/1 tb ssd/windows 10 home...,4.6,154990,https://rukminim1.flixcart.com/image/312/312/ks7tuvk0/computer/t/j/v/g513qy-hq008ts-gaming-laptop-asus-original-imag5tthdvxrbrnv.jpeg?q=70,ASUS,ryzen 9,15.6,1024.0,0.0,16
35,lenovo yoga 7 core i7 11th gen intel evo - (16 gb/512 gb ssd/windows 10 home) 14itl5 2 in 1 laptop,4.7,97990,https://rukminim1.flixcart.com/image/312/312/kkimfm80/computer/q/g/o/na-2-in-1-laptop-lenovo-original-imafzua4zhhpyyz8.jpeg?q=70,lenovo,intel i7,14,512.0,0.0,16
36,dell core i3 11th gen - (8 gb/1 tb hdd/windows 10) inspiron 3501 thin and light laptop,4.2,43990,https://rukminim1.flixcart.com/image/312/312/kp4difk0/computer/q/g/m/inspiron-3501-notebook-dell-original-imag3evhqhj8ypnk.jpeg?q=70,DELL,intel i3,15.6,0.0,1024.0,8
37,dell vostro core i3 11th gen - (8 gb/256 gb ssd/windows 10) vostro 3400 thin and light laptop,4.2,40990,https://rukminim1.flixcart.com/image/312/312/krf91u80/computer/2/m/b/na-thin-and-light-laptop-dell-original-imag585xzyrystrc.jpeg?q=70,DELL,intel i3,14,256.0,0.0,8
38,msi stealth 15m core i7 11th gen - (16 gb/1 tb ssd/windows 10 home/6 gb graphics/nvidia geforce rtx 30...,4.0,134990,https://rukminim1.flixcart.com/image/312/312/ko7idu80/computer/i/h/u/stealth-15m-a11uek-227in-notebook-msi-original-imag2q57shrhyszs.jpeg?q=70,MSI,intel i7,15.6,1024.0,0.0,16
39,hp ryzen 3 dual core 3250u - (8 gb/256 gb ssd/windows 10 home) 15s-gy0501au thin and light laptop,4.3,39009,https://rukminim1.flixcart.com/image/312/312/ktaeqvk0/computer/b/7/4/15s-gy0501au-thin-and-light-laptop-hp-original-imag6z6muntqnzzc.jpeg?q=70,HP,ryzen 3,15.6,256.0,0.0,8
40,hp 14s ryzen 5 hexa core 5500u - (8 gb/512 gb ssd/windows 10 home) 14s-fq1030au thin and light laptop,4.3,51990,https://rukminim1.flixcart.com/image/312/312/kgzg8sw0/computer/z/j/j/hp-14s-fr0009au-laptop-original-imafx3rhqwgwzwgy.jpeg?q=70,HP,ryzen 5,15.6,512.0,0.0,8
41,lenovo ideapad 3 core i3 10th gen - (8 gb/256 gb ssd/windows 10 home) 15iml05 thin and light laptop,4.4,39990,https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/x/m/y/lenovo-na-laptop-original-imafuzt8r5jqppfn.jpeg?q=70,Lenovo,intel i3,14,256.0,0.0,8
42,lenovo ideapad slim 5i core i5 11th gen intel evo - (8 gb/1 tb hdd/256 gb ssd/windows 10 home) 15itl05...,4.4,68500,https://rukminim1.flixcart.com/image/312/312/klfhk7k0/computer/w/u/x/na-thin-and-light-laptop-lenovo-original-imagyk4hedcydqx5.jpeg?q=70,lenovo,intel i5,15.6,256.0,1024.0,8
43,hp pavilion ryzen 7 octa core 5800h - (16 gb/512 gb ssd/windows 10 home/4 gb graphics/nvidia geforce r...,4.8,89990,https://rukminim1.flixcart.com/image/312/312/kbqu4cw0/computer/q/x/r/hp-original-imaftyzachgrav8f.jpeg?q=70,HP,intel i5,15.6,512.0,0.0,16
44,hp pavilion ryzen 7 octa core 5800h - (16 gb/512 gb ssd/windows 10 home/4 gb graphics/nvidia geforce r...,4.8,89990,https://rukminim1.flixcart.com/image/312/312/kbqu4cw0/computer/q/x/r/hp-original-imaftyzachgrav8f.jpeg?q=70,HP,ryzen 7,15.6,512.0,0.0,16
45,asus asus tuf gaming core i5 10th gen - (16 gb/512 gb ssd/windows 10 home/4 gb graphics/nvidia geforce...,4.8,68990,https://rukminim1.flixcart.com/image/312/312/ks4yz680/computer/e/i/g/fx506hcb-hn228t-gaming-laptop-asus-original-imag5s2cgufffmv7.jpeg?q=70,ASUS,intel i5,15.6,512.0,0.0,16
46,msi modern 14 core i5 11th gen - (8 gb/512 gb ssd/windows 10 home) modern 14 b11mo-093in thin and ligh...,4.4,54990,https://rukminim1.flixcart.com/image/312/312/klzhq4w0/computer/s/k/x/na-thin-and-light-laptop-msi-original-imagyzpcazfbmhjp.jpeg?q=70,MSI,intel i5,15.6,512.0,0.0,8
47,hp 15s core i3 11th gen - (8 gb/1 tb hdd/windows 10 home) 15s-dy3001tu thin and light laptop,4.1,41990,https://rukminim1.flixcart.com/image/312/312/kl5hh8w0/computer/l/u/x/hp-original-imagycknrhn3mvat.jpeg?q=70,HP,intel i3,14,0.0,1024.0,8
48,asus vivobook ultra 14 core i3 10th gen - (4 gb/512 gb ssd/windows 10 home) x413ja-ek261t||x413ja-eb30...,4.3,41990,https://rukminim1.flixcart.com/image/312/312/kh9gbrk0/computer/e/6/d/asus-na-thin-and-light-laptop-original-imafxbj7gbsraqzk.jpeg?q=70,ASUS,intel i3,15.6,512.0,0.0,4
49,lenovo ideapad gaming 3 ryzen 5 hexa core 4600h - (8 gb/1 tb hdd/256 gb ssd/windows 10 home/4 gb graph...,4.4,62990,https://rukminim1.flixcart.com/image/312/312/kk2wl8w0/computer/f/k/b/na-gaming-laptop-lenovo-original-imafzgdkvx9guy8q.jpeg?q=70,Lenovo,ryzen 5,14,256.0,1024.0,8
50,msi modern 14 core i5 10th gen - (8 gb/512 gb ssd/windows 10 home) modern 14 b10mw-423in laptop,4.5,49990,https://rukminim1.flixcart.com/image/312/312/kjabs7k0/computer/z/d/6/msi-original-imafywfypuwbubmn.jpeg?q=70,MSI,intel i5,15.6,512.0,0.0,8
51,lenovo ideapad gaming 3 ryzen 5 hexa core 4600h - (8 gb/1 tb hdd/windows 10 home/4 gb graphics/nvidia ...,4.3,57990,https://rukminim1.flixcart.com/image/312/312/kk2wl8w0/computer/f/k/b/na-gaming-laptop-lenovo-original-imafzgdkvx9guy8q.jpeg?q=70,Lenovo,ryzen 5,14,0.0,1024.0,8
52,asus tuf gaming a17 ryzen 5 hexa core 4600h - (8 gb/512 gb ssd/windows 10 home/4 gb graphics/nvidia ge...,4.5,62990,https://rukminim1.flixcart.com/image/312/312/kamtsi80/computer/g/k/n/asus-original-imafs5qf3f5cdp5t.jpeg?q=70,ASUS,ryzen 5,15.6,512.0,0.0,8
53,lenovo ideapad 3 celeron dual core - (4 gb/256 gb ssd/windows 10 home) 15igl05 thin and light laptop,4.2,35590,https://rukminim1.flixcart.com/image/312/312/kbb49zk0/computer/x/m/y/lenovo-na-laptop-original-imafsnkx2tkh6vgm.jpeg?q=70,Lenovo,intel celeron,17.3,256.0,0.0,4
54,lenovo legion core i5 9th gen - (8 gb/1 tb hdd/256 gb ssd/windows 10 home/4 gb graphics) y540-15irh-pg...,4.2,59990,https://rukminim1.flixcart.com/image/312/312/k9pynww0/computer/y/k/z/lenovo-legion-y540-gaming-laptop-original-imafrggru5fzzgyq.jpeg?q=70,Lenovo,intel i5,15.6,256.0,1024.0,8
55,asus vivobook ultra 14 core i5 10th gen - (8 gb + 32 gb optane/512 gb ssd/windows 10 home/2 gb graphic...,4.4,57940,https://rukminim1.flixcart.com/image/312/312/kbfeljk0/computer/x/4/d/asus-original-imafss6cbuzbzpgf.jpeg?q=70,ASUS,intel i5,15.6,512.0,0.0,8
56,asus rog strix ryzen 9 octa core 5900hx - (16 gb/1 tb ssd/windows 10 home/6 gb graphics/nvidia geforce...,4.9,140990,https://rukminim1.flixcart.com/image/312/312/ks4yz680/computer/b/d/d/g513qm-hf406ts-gaming-laptop-asus-original-imag5s2db3engjgh.jpeg?q=70,ASUS,ryzen 9,14,1024.0,0.0,16
57,asus rog strix g15 (2021) ryzen 9 octa core r9-5900hx - (16 gb/1 tb ssd/windows 10 home/4 gb graphics/...,4.6,102990,https://rukminim1.flixcart.com/image/312/312/koudfgw0/computer/l/s/l/g513qe-hn115t-gaming-laptop-asus-original-imag37djathfqh4h.jpeg?q=70,ASUS,ryzen 9,15.6,1024.0,0.0,16
58,lenovo yoga 7 core i7 11th gen intel evo - (16 gb/512 gb ssd/windows 10 home) 14itl5 2 in 1 laptop,4.7,97990,https://rukminim1.flixcart.com/image/312/312/kkimfm80/computer/q/g/o/na-2-in-1-laptop-lenovo-original-imafzua4zhhpyyz8.jpeg?q=70,lenovo,intel i7,15.6,512.0,0.0,16
59,msi katana gf66 core i7 11th gen - (16 gb/1 tb ssd/windows 10 home/4 gb graphics/nvidia geforce rtx 30...,4.4,99990,https://rukminim1.flixcart.com/image/312/312/ktszgy80/computer/h/y/p/katana-gf66-11uc-628in-gaming-laptop-msi-original-imag72h6twsfjmyn.jpeg?q=70,MSI,intel i7,14,1024.0,0.0,16
60,hp core i3 10th gen - (8 gb/512 gb ssd/windows 10 home) 15s-du1516tu thin and light laptop,4.4,44990,https://rukminim1.flixcart.com/image/312/312/kbqu4cw0/computer/t/d/f/hp-original-imaftyzafphshjge.jpeg?q=70,HP,intel i3,15.6,512.0,0.0,8
61,apple macbook air m1 - (8 gb/256 gb ssd/mac os big sur) mgn63hn/a,4.7,88990,https://rukminim1.flixcart.com/image/312/312/kp5sya80/screen-guard/tempered-glass/o/v/n/apple-macbook-air-m1-13-3-inch-lightwings-original-imag3gh5xftgbpg3.jpeg?q=70,APPLE,others,15.6,256.0,0.0,8
62,msi stealth 15m core i7 11th gen - (16 gb/1 tb ssd/windows 10 home/6 gb graphics/nvidia geforce rtx 30...,4.0,134990,https://rukminim1.flixcart.com/image/312/312/ko7idu80/computer/i/h/u/stealth-15m-a11uek-227in-notebook-msi-original-imag2q57shrhyszs.jpeg?q=70,MSI,intel i7,13.3,1024.0,0.0,16
63,asus vivobook ultra k14 (2021) core i3 11th gen - (8 gb/512 gb ssd/windows 10 home) k413ea-eb302ts thi...,4.3,44990,https://rukminim1.flixcart.com/image/312/312/kmgn0cw0/computer/p/q/o/na-thin-and-light-laptop-asus-original-imagfcpagxqqe6zs.jpeg?q=70,ASUS,intel i3,15.6,512.0,0.0,8
64,asus core i3 10th gen - (4 gb + 32 gb optane/512 gb ssd/windows 10 home) x515ja-ej372ts thin and light...,4.2,39990,https://rukminim1.flixcart.com/image/312/312/kjlrb0w0/computer/a/k/b/asus-original-imafz522ntfk9hwx.jpeg?q=70,ASUS,intel i3,14,512.0,0.0,4
65,hp pavilion gaming ryzen 7 octa core 4800h - (16 gb/1 tb hdd/256 gb ssd/windows 10 home/4 gb graphics/...,4.5,80990,https://rukminim1.flixcart.com/image/312/312/kbqu4cw0/computer/q/x/r/hp-original-imaftyzachgrav8f.jpeg?q=70,HP,ryzen 7,15.6,256.0,1024.0,16
66,lenovo ideapad slim 5i core i5 11th gen intel evo - (8 gb/1 tb hdd/256 gb ssd/windows 10 home) 15itl05...,4.4,68500,https://rukminim1.flixcart.com/image/312/312/klfhk7k0/computer/w/u/x/na-thin-and-light-laptop-lenovo-original-imagyk4hedcydqx5.jpeg?q=70,lenovo,intel i5,15.6,256.0,1024.0,8
67,asus rog strix g15 core i7 10th gen - (16 gb/512 gb ssd/windows 10 home/4 gb graphics/nvidia geforce g...,4.5,84990,https://rukminim1.flixcart.com/image/312/312/knqd3m80/computer/q/w/j/na-gaming-laptop-asus-original-imag2cg3ggnfzrze.jpeg?q=70,ASUS,intel i7,15.6,512.0,0.0,16
68,dell vostro core i5 11th gen - (8 gb/512 gb ssd/windows 10/2 gb graphics) vostro 3400 thin and light l...,5.0,61990,https://rukminim1.flixcart.com/image/312/312/kn7sdjk0/computer/l/4/y/na-notebook-dell-original-imagfy6adtf9apuh.jpeg?q=70,DELL,intel i5,15.6,512.0,0.0,8
69,hp pavilion ryzen 5 hexa core 5500u - (16 gb/512 gb ssd/windows 10 home) 15-eh1103au thin and light la...,5.0,65090,https://rukminim1.flixcart.com/image/312/312/ksru0sw0/computer/k/o/e/15-eh1103au-thin-and-light-laptop-hp-original-imag69q3fndch3kz.jpeg?q=70,HP,ryzen 5,14,512.0,0.0,16
70,msi modern 14 core i5 11th gen - (8 gb/512 gb ssd/windows 10 home) modern 14 b11mo-093in thin and ligh...,4.4,54990,https://rukminim1.flixcart.com/image/312/312/klzhq4w0/computer/s/k/x/na-thin-and-light-laptop-msi-original-imagyzpcazfbmhjp.jpeg?q=70,MSI,intel i5,15.6,512.0,0.0,8
71,asus vivobook ultra ryzen 5 hexa core 5500u - (8 gb/512 gb ssd/windows 10 home) km413ua-eb502ts thin a...,4.2,58990,https://rukminim1.flixcart.com/image/312/312/kmgn0cw0/computer/p/q/o/na-thin-and-light-laptop-asus-original-imagfcpagxqqe6zs.jpeg?q=70,ASUS,ryzen 5,14,512.0,0.0,8
72,dell inspiron core i7 11th gen - (8 gb/512 gb ssd/windows 10 home/2 gb graphics) inspiron 5409 thin an...,4.2,77850,https://rukminim1.flixcart.com/image/312/312/khkvukw0/computer/h/g/m/dell-na-thin-and-light-laptop-original-imafxk9bfcdnmgcu.jpeg?q=70,DELL,intel i7,14,512.0,0.0,8
73,hp core i3 11th gen - (8 gb/512 gb ssd/windows 10 home) 15s-fr2006tu thin and light laptop,4.2,47990,https://rukminim1.flixcart.com/image/312/312/kdoup3k0/computer/e/v/p/hp-original-imafujjhdwjjh9j8.jpeg?q=70,HP,intel i3,14,512.0,0.0,8
74,lenovo yoga 7 core i7 11th gen intel evo - (16 gb/512 gb ssd/windows 10 home) 14itl5 2 in 1 laptop,4.2,97990,https://rukminim1.flixcart.com/image/312/312/kkimfm80/computer/q/g/o/na-2-in-1-laptop-lenovo-original-imafzua4zhhpyyz8.jpeg?q=70,lenovo,intel i7,15.6,512.0,0.0,16
75,acer travelmate core i5 11th gen - (16 gb/512 gb ssd/windows 10 home) travelmate p214-53 business lapt...,4.2,55990,https://rukminim1.flixcart.com/image/312/312/kr58yvk0/computer/1/f/i/na-business-laptop-acer-original-imag5y57uuuaya3u.jpeg?q=70,acer,intel i5,14,512.0,0.0,16
76,apple macbook pro core i9 9th gen - (16 gb/1 tb ssd/mac os catalina/4 gb graphics) mvvk2hn/a,4.2,215990,https://rukminim1.flixcart.com/image/312/312/k7xnukw0/computer/z/q/y/apple-na-laptop-original-imafq2efkbb4bwc8.jpeg?q=70,APPLE,intel i9,14,1024.0,0.0,16
77,lenovo ideapad gaming 3i core i5 10th gen - (8 gb/1 tb hdd/256 gb ssd/windows 10 home/4 gb graphics/nv...,4.2,65990,https://rukminim1.flixcart.com/image/312/312/kay9bbk0/computer/b/v/9/lenovo-na-gaming-laptop-original-imafsegfnebzmpac.jpeg?q=70,Lenovo,intel i5,16,256.0,1024.0,8
78,msi stealth 15m core i7 11th gen - (16 gb/1 tb ssd/windows 10 home/6 gb graphics/nvidia geforce rtx 30...,4.2,134990,https://rukminim1.flixcart.com/image/312/312/ko7idu80/computer/i/h/u/stealth-15m-a11uek-227in-notebook-msi-original-imag2q57shrhyszs.jpeg?q=70,MSI,intel i7,15.6,1024.0,0.0,16
79,lenovo ideapad slim 3i (2021) core i5 11th gen - (8 gb/512 gb ssd/windows 10 home) ideapad 3 15itl6 th...,4.2,58690,https://rukminim1.flixcart.com/image/312/312/kpft18w0/computer/r/9/k/na-thin-and-light-laptop-lenovo-original-imag3zd4czyzjyed.jpeg?q=70,Lenovo,intel i5,15.6,512.0,0.0,8
80,msi gf65 thin core i7 10th gen - (16 gb/1 tb ssd/windows 10 home/6 gb graphics/nvidia geforce rtx 3060...,4.2,109990,https://rukminim1.flixcart.com/image/312/312/ktszgy80/computer/a/4/a/gf65-thin-10ue-410in-gaming-laptop-msi-original-imag72h6wn7ktgzy.jpeg?q=70,MSI,intel i7,15.6,1024.0,0.0,16
81,msi modern 14 core i5 11th gen - (8 gb/512 gb ssd/windows 10 home) modern 14 b11mo-093in thin and ligh...,4.2,54990,https://rukminim1.flixcart.com/image/312/312/klzhq4w0/computer/s/k/x/na-thin-and-light-laptop-msi-original-imagyzpcazfbmhjp.jpeg?q=70,MSI,intel i5,14,512.0,0.0,8
82,lenovo ideapad slim 5i core i5 11th gen intel evo - (8 gb/1 tb hdd/256 gb ssd/windows 10 home) 15itl05...,4.2,68500,https://rukminim1.flixcart.com/image/312/312/klfhk7k0/computer/w/u/x/na-thin-and-light-laptop-lenovo-original-imagyk4hedcydqx5.jpeg?q=70,lenovo,intel i5,15.6,256.0,1024.0,8
83,lenovo legion core i5 9th gen - (8 gb/1 tb hdd/256 gb ssd/windows 10 home/4 gb graphics) y540-15irh-pg...,4.2,59990,https://rukminim1.flixcart.com/image/312/312/k9pynww0/computer/y/k/z/lenovo-legion-y540-gaming-laptop-original-imafrggru5fzzgyq.jpeg?q=70,Lenovo,intel i5,15.6,256.0,1024.0,8
